Contracts,Order No.,Transaction Time(UTC+0),Leverage,Direction,Order Type,Filled Type,Filled Qty,Filled Price,Order Price,Trading Fee Rate,Fees Paid,Transaction ID
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,2.6,18.800,Market,0.0006,0.029328,47d9ff53
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,0.6,18.800,Market,0.0006,0.006768,973cc221
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,0.3,18.800,Market,0.0006,0.003384,97c57f6c
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,3.7,18.795,Market,0.0006,0.0417249,a4708f61
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,49.5,18.790,Market,0.0006,0.558063,ea966d9a
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,12,18.790,Market,0.0006,0.135288,aa40a866
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,23.5,18.790,Market,0.0006,0.264939,48b04f63
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,4.4,18.790,Market,0.0006,0.0496056,b9974120
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,0.6,18.790,Market,0.0006,0.0067644,8c9b6dab
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,6.7,18.780,Market,0.0006,0.0754956,a7f55b4e
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,2.8,18.780,Market,0.0006,0.0315504,cfb554f2
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,5.6,18.775,Market,0.0006,0.063084,4d1566d4
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,38.8,18.765,Market,0.0006,0.4368492,0c1bd4fe
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,161,18.765,Market,0.0006,1.812699,c2b0ff52
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,373.4,18.765,Market,0.0006,4.2041106,b0190469
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,96.5,18.700,Market,0.0006,1.08273,b8b81d8a
DOTUSDT,850-Sell,2022-04-19 08:00:00,7,Open Short,--,Funding,2200,18.100,0.000,0.00025719,10.2413058,d72ff93a
ETHUSDT,850-Sell,2022-04-19 08:00:00,7,Open Short,--,Funding,14.65,3039.00,0.00,-0.0001,-4.452135,a38a2b44
ETHUSDT,850-Sell,2022-04-19 00:00:00,7,Open Short,--,Funding,14.65,3055.61,0.00,-2.639e-05,-1.18134007,3ce82599
DOTUSDT,850-Sell,2022-04-19 00:00:00,7,Open Short,--,Funding,2200,18.153,0.000,6.43e-06,0.25679234,505a93aa
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,2214,0.0986,Market,0.0006,0.13098024,3af484ab
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,1000,0.0986,Market,0.0006,0.05916,14caa5db
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,11564,0.0986,Market,0.0006,0.68412624,ca9927c4
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,11109,0.0986,Market,0.0006,0.65720844,990c5528
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,235,0.0986,Market,0.0006,0.0139026,7a660550
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,3583,0.0985,Market,0.0006,0.2117553,e7ab3b63
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,10152,0.0985,Market,0.0006,0.5999832,099527eb
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,19290,0.0985,Market,0.0006,1.140039,063578c8
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,3312,0.0985,Market,0.0006,0.1957392,e345647b
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,8069,0.0985,Market,0.0006,0.4768779,177a762a
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,11425,0.0985,Market,0.0006,0.6752175,7ddc734a
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,10089,0.0985,Market,0.0006,0.5962599,12161855
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,10,0.0984,Market,0.0006,0.0005904,17be37a7
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,6600,0.0984,Market,0.0006,0.389664,0eb6ceba
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,3394,0.0984,Market,0.0006,0.20038176,c6168681
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,8142,0.0984,Market,0.0006,0.48070368,ea7e2b69
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,11316,0.0984,Market,0.0006,0.66809664,d1ec8bae
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,11671,0.0984,Market,0.0006,0.68905584,8c34026d
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,6000,0.0983,Market,0.0006,0.35388,f66ffd73
TLMUSDT,8d3cfc6e,2022-04-18 21:23:35,7,Close Short,Market,Trade,4927,0.0983,Market,0.0006,0.29059446,834e071a
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,93.9,13.980,Market,0.0006,0.7876332,81651e83
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,143.1,13.980,Market,0.0006,1.2003228,3ce5b8b7
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,0.1,13.979,Market,0.0006,0.00083874,d9003fd7
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,4.8,13.978,Market,0.0006,0.04025664,75322984
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,214.8,13.976,Market,0.0006,1.80122688,fa3c5f6f
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,71.5,13.976,Market,0.0006,0.5995704,53129c75
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,0.4,13.976,Market,0.0006,0.00335424,4005216d
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,1,13.975,Market,0.0006,0.008385,6bd53e14
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,71.5,13.974,Market,0.0006,0.5994846,43ba8c90
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,5.1,13.974,Market,0.0006,0.04276044,589a2eed
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,0.6,13.974,Market,0.0006,0.00503064,95ddd780
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,3.6,13.974,Market,0.0006,0.03018384,a5c5cb98
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,3.5,13.974,Market,0.0006,0.0293454,38d53116
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,35.6,13.973,Market,0.0006,0.29846328,629eae62
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,65.9,13.972,Market,0.0006,0.55245288,e39c6853
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,0.1,13.972,Market,0.0006,0.00083832,5dde8de0
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,3.7,13.972,Market,0.0006,0.03101784,e7dacad7
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,52.1,13.971,Market,0.0006,0.43673346,ea435aa1
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,57.9,13.970,Market,0.0006,0.4853178,e829904d
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,0.3,13.970,Market,0.0006,0.0025146,d435b1fe
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,411.8,13.970,Market,0.0006,3.4517076,3b35c7f3
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,430.2,13.970,Market,0.0006,3.6059364,e7f955e3
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,8.4,13.970,Market,0.0006,0.0704088,5ea19ac9
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,150.8,13.970,Market,0.0006,1.2640056,cd640d80
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,2.4,13.970,Market,0.0006,0.0201168,b51db028
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,0.6,13.969,Market,0.0006,0.00502884,713654e8
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,56.4,13.968,Market,0.0006,0.47267712,b737a146
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,7.7,13.968,Market,0.0006,0.06453216,c8f2044e
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,43.8,13.967,Market,0.0006,0.36705276,98fb9c9d
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,0.2,13.967,Market,0.0006,0.00167604,b4ccd336
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,6.1,13.967,Market,0.0006,0.05111922,82957286
LINKUSDT,9fe79272,2022-04-18 21:23:33,7,Close Short,Market,Trade,60,13.966,Market,0.0006,0.502776,dc625d4e
ETHUSDT,7c355063,2022-04-18 21:20:42,7,Open Short,Limit,Trade,7.46,3035.00,3035.00,0.0001,2.26411,c0279d4e
ETHUSDT,7c355063,2022-04-18 21:20:42,7,Open Short,Limit,Trade,0.6,3035.00,3035.00,0.0001,0.1821,3af81128
ETHUSDT,7c355063,2022-04-18 21:20:42,7,Open Short,Limit,Trade,0.1,3035.00,3035.00,0.0001,0.03035,fa674345
ETHUSDT,7c355063,2022-04-18 21:20:42,7,Open Short,Limit,Trade,3.93,3035.00,3035.00,0.0001,1.192755,b2f031dd
ETHUSDT,7c355063,2022-04-18 21:20:42,7,Open Short,Limit,Trade,0.5,3035.00,3035.00,0.0001,0.15175,674fee39
ETHUSDT,7c355063,2022-04-18 21:20:42,7,Open Short,Limit,Trade,2,3035.00,3035.00,0.0001,0.607,8d59ad30
ETHUSDT,7c355063,2022-04-18 21:20:42,7,Open Short,Limit,Trade,0.06,3035.00,3035.00,0.0001,0.01821,4ad84a9f
DOTUSDT,47635864,2022-04-18 18:16:20,7,Open Short,Limit,Trade,1440.9,18.235,18.235,0.0001,2.62748115,21a3aa94
DOTUSDT,47635864,2022-04-18 18:16:20,7,Open Short,Limit,Trade,225.2,18.235,18.235,0.0001,0.4106522,7c290b67
DOTUSDT,47635864,2022-04-18 18:16:20,7,Open Short,Limit,Trade,138.6,18.235,18.235,0.0001,0.2527371,3fd04bba
DOTUSDT,47635864,2022-04-18 18:16:20,7,Open Short,Limit,Trade,65.9,18.235,18.235,0.0001,0.12016865,4fd94666
DOTUSDT,47635864,2022-04-18 18:16:20,7,Open Short,Limit,Trade,240,18.235,18.235,0.0001,0.43764,ce8fe568
DOTUSDT,47635864,2022-04-18 18:15:48,7,Open Short,Limit,Trade,10.2,18.235,18.235,0.0001,0.0185997,4f70bddf
DOTUSDT,47635864,2022-04-18 18:15:48,7,Open Short,Limit,Trade,79.2,18.235,18.235,0.0001,0.1444212,a7c6ee6b
LINKUSDT,850-Sell,2022-04-18 16:00:00,7,Open Short,--,Funding,2007.9,13.317,0.000,-0.0001,-2.67392043,17f820d8
TLMUSDT,850-Sell,2022-04-18 16:00:00,7,Open Short,--,Funding,144102,0.0936,0.0000,7.96e-06,0.10736406,f2bfd91e
TLMUSDT,850-Sell,2022-04-18 08:00:00,7,Open Short,--,Funding,144102,0.0917,0.0000,-0.0001,-1.32141534,13580d97
LINKUSDT,850-Sell,2022-04-18 08:00:00,7,Open Short,--,Funding,2007.9,13.200,0.000,-0.0001,-2.650428,1cdacba9
TLMUSDT,850-Sell,2022-04-18 00:00:00,7,Open Short,--,Funding,144102,0.0968,0.0000,-0.0001,-1.39490736,a53a99c5
LINKUSDT,850-Sell,2022-04-18 00:00:00,7,Open Short,--,Funding,2007.9,13.727,0.000,-0.0001,-2.75624433,52a23de9
LINKUSDT,850-Sell,2022-04-17 16:00:00,7,Open Short,--,Funding,2007.9,14.476,0.000,-0.0001,-2.90663604,1d42c2b3
TLMUSDT,850-Sell,2022-04-17 16:00:00,7,Open Short,--,Funding,144102,0.1023,0.0000,-0.0001,-1.47416346,19c29bcd
LINKUSDT,850-Sell,2022-04-17 08:00:00,7,Open Short,--,Funding,2007.9,14.496,0.000,-0.0001,-2.91065184,fe520a3d
TLMUSDT,850-Sell,2022-04-17 08:00:00,7,Open Short,--,Funding,144102,0.1021,0.0000,-0.0001,-1.47128142,d341030e
LINKUSDT,850-Sell,2022-04-17 00:00:00,7,Open Short,--,Funding,2007.9,14.143,0.000,-0.0001,-2.83977297,fd1cdd9a
TLMUSDT,850-Sell,2022-04-17 00:00:00,7,Open Short,--,Funding,144102,0.1031,0.0000,-1.362e-05,-0.20235119,a169c1f2
LINKUSDT,850-Sell,2022-04-16 16:00:00,7,Open Short,--,Funding,2007.9,13.875,0.000,-0.0001,-2.78596125,7f959edc
TLMUSDT,850-Sell,2022-04-16 16:00:00,7,Open Short,--,Funding,144102,0.1003,0.0000,-0.0001,-1.44534306,11946e96
TLMUSDT,850-Sell,2022-04-16 08:00:00,7,Open Short,--,Funding,144102,0.1015,0.0000,-0.0001,-1.4626353,32bdd050
LINKUSDT,850-Sell,2022-04-16 08:00:00,7,Open Short,--,Funding,2007.9,13.993,0.000,-0.0001,-2.80965447,293dbc9e
TLMUSDT,850-Sell,2022-04-16 00:00:00,7,Open Short,--,Funding,144102,0.1019,0.0000,-7.949e-05,-1.16723066,ff8f61b8
LINKUSDT,850-Sell,2022-04-16 00:00:00,7,Open Short,--,Funding,2007.9,14.106,0.000,-0.0001,-2.83234374,5315be44
LINKUSDT,850-Sell,2022-04-15 16:00:00,7,Open Short,--,Funding,2007.9,13.903,0.000,-0.0001,-2.79158337,41a70844
TLMUSDT,850-Sell,2022-04-15 16:00:00,7,Open Short,--,Funding,144102,0.1018,0.0000,-0.0001,-1.46695836,5e07851f
TLMUSDT,850-Sell,2022-04-15 08:00:00,7,Open Short,--,Funding,144102,0.1021,0.0000,-0.0001,-1.47128142,18beb88d
LINKUSDT,850-Sell,2022-04-15 08:00:00,7,Open Short,--,Funding,2007.9,13.913,0.000,-0.0001,-2.79359127,6ed97a69
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,179.3,9.927,Market,0.0006,1.06794666,ec67f32b
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,1.3,9.927,Market,0.0006,0.00774306,cae5e48f
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,0.5,9.923,Market,0.0006,0.0029769,4efd2564
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,0.1,9.922,Market,0.0006,0.00059532,2d8bdf83
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,2.2,9.922,Market,0.0006,0.01309704,0c35fb98
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,277.7,9.921,Market,0.0006,1.65303702,884f474f
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,277.7,9.921,Market,0.0006,1.65303702,6ea05fae
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,37.7,9.920,Market,0.0006,0.2243904,5c838134
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,1.3,9.919,Market,0.0006,0.00773682,aa496c33
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,50.7,9.914,Market,0.0006,0.30158388,a3deed3a
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,149.7,9.912,Market,0.0006,0.89029584,b5a617ad
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,80.2,9.912,Market,0.0006,0.47696544,5f3739f4
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,50.4,9.910,Market,0.0006,0.2996784,26273e84
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,103,9.909,Market,0.0006,0.6123762,f9b201f7
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,1.3,9.909,Market,0.0006,0.00772902,962878f7
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,183.8,9.908,Market,0.0006,1.09265424,e87164d8
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,57,9.907,Market,0.0006,0.3388194,a303f321
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,247.7,9.906,Market,0.0006,1.47222972,9b9fad32
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,192.9,9.903,Market,0.0006,1.14617322,63522e1e
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,0.1,9.902,Market,0.0006,0.00059412,e8dd168b
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,50.8,9.901,Market,0.0006,0.30178248,e3b380e5
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,0.1,9.900,Market,0.0006,0.000594,19b8fc40
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,10,9.900,Market,0.0006,0.0594,4585a5eb
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,0.5,9.900,Market,0.0006,0.00297,c1a2854c
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,1.3,9.899,Market,0.0006,0.00772122,ebe076f9
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,0.6,9.897,Market,0.0006,0.00356292,59847f5d
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,1,9.897,Market,0.0006,0.0059382,b41650d3
UNIUSDT,ce1fa463,2022-04-15 04:04:01,8,Close Short,Market,Trade,2.2,9.893,Market,0.0006,0.01305876,10b983cc
UNIUSDT,850-Sell,2022-04-15 00:00:00,8,Open Short,--,Funding,1961.1,9.479,0.000,-0.0001,-1.85892669,4d945e6e
LINKUSDT,850-Sell,2022-04-15 00:00:00,7,Open Short,--,Funding,2007.9,13.650,0.000,-0.0001,-2.7407835,a29060e9
TLMUSDT,850-Sell,2022-04-15 00:00:00,7,Open Short,--,Funding,144102,0.1008,0.0000,-0.0001,-1.45254816,42dd0b70
LINKUSDT,850-Sell,2022-04-14 16:00:00,7,Open Short,--,Funding,2007.9,13.498,0.000,-0.0001,-2.71026342,e85efafa
UNIUSDT,850-Sell,2022-04-14 16:00:00,8,Open Short,--,Funding,1961.1,9.421,0.000,-0.0001,-1.84755231,04686be6
TLMUSDT,850-Sell,2022-04-14 16:00:00,7,Open Short,--,Funding,144102,0.0995,0.0000,-0.0001,-1.4338149,d03ae2be
UNIUSDT,850-Sell,2022-04-14 08:00:00,8,Open Short,--,Funding,1961.1,9.709,0.000,-0.0001,-1.90403199,e0493e5b
LINKUSDT,850-Sell,2022-04-14 08:00:00,7,Open Short,--,Funding,2007.9,14.185,0.000,-0.0001,-2.84820615,809158f9
TLMUSDT,850-Sell,2022-04-14 08:00:00,7,Open Short,--,Funding,144102,0.1052,0.0000,-0.0001,-1.51595304,39af3460
UNIUSDT,850-Sell,2022-04-14 00:00:00,8,Open Short,--,Funding,1961.1,9.653,0.000,-0.0001,-1.89304983,33ffadea
LINKUSDT,850-Sell,2022-04-14 00:00:00,7,Open Short,--,Funding,2007.9,14.191,0.000,-0.0001,-2.84941089,cd9e7bec
TLMUSDT,850-Sell,2022-04-14 00:00:00,7,Open Short,--,Funding,144102,0.1041,0.0000,-0.0001,-1.50010182,049f1002
LINKUSDT,850-Sell,2022-04-13 16:00:00,7,Open Short,--,Funding,2007.9,14.091,0.000,-0.0001,-2.82933189,803087a5
UNIUSDT,850-Sell,2022-04-13 16:00:00,8,Open Short,--,Funding,1961.1,9.621,0.000,-0.0001,-1.88677431,9afe90ac
TLMUSDT,850-Sell,2022-04-13 16:00:00,7,Open Short,--,Funding,144102,0.1039,0.0000,-0.0001,-1.49721978,7496c427
LINKUSDT,850-Sell,2022-04-13 08:00:00,7,Open Short,--,Funding,2007.9,14.029,0.000,-0.0001,-2.81688291,3450b3a5
UNIUSDT,850-Sell,2022-04-13 08:00:00,8,Open Short,--,Funding,1961.1,9.517,0.000,-0.0001,-1.86637887,94d3843b
TLMUSDT,850-Sell,2022-04-13 08:00:00,7,Open Short,--,Funding,144102,0.1018,0.0000,-0.0001,-1.46695836,816ec31d
UNIUSDT,850-Sell,2022-04-13 00:00:00,8,Open Short,--,Funding,1961.1,9.320,0.000,-0.0001,-1.8277452,c6b8ce9f
LINKUSDT,850-Sell,2022-04-13 00:00:00,7,Open Short,--,Funding,2007.9,13.978,0.000,2.921e-05,0.81982031,ace50154
TLMUSDT,850-Sell,2022-04-13 00:00:00,7,Open Short,--,Funding,144102,0.1017,0.0000,-0.0001,-1.46551734,85865f6c
UNIUSDT,850-Sell,2022-04-12 16:00:00,8,Open Short,--,Funding,1961.1,9.301,0.000,-0.0001,-1.82401911,95952b37
LINKUSDT,850-Sell,2022-04-12 16:00:00,7,Open Short,--,Funding,2007.9,14.020,0.000,-0.0001,-2.8150758,185b4638
TLMUSDT,850-Sell,2022-04-12 16:00:00,7,Open Short,--,Funding,144102,0.1017,0.0000,0.00010293,1.508457,a0f2999d
LINKUSDT,850-Sell,2022-04-12 08:00:00,7,Open Short,--,Funding,2007.9,14.036,0.000,-0.0001,-2.81828844,7f10c7b5
UNIUSDT,850-Sell,2022-04-12 08:00:00,8,Open Short,--,Funding,1961.1,9.300,0.000,-0.0001,-1.823823,ea4df232
TLMUSDT,850-Sell,2022-04-12 08:00:00,7,Open Short,--,Funding,144102,0.1011,0.0000,0.00050694,7.38546297,ddc60f55
UNIUSDT,850-Sell,2022-04-12 00:00:00,8,Open Short,--,Funding,1961.1,8.982,0.000,-0.0001,-1.76146002,562cfe8f
LINKUSDT,850-Sell,2022-04-12 00:00:00,7,Open Short,--,Funding,2007.9,13.761,0.000,-0.0001,-2.76307119,f1c829b4
TLMUSDT,850-Sell,2022-04-12 00:00:00,7,Open Short,--,Funding,144102,0.0969,0.0000,0.00012204,1.70410357,2b584d1a
UNIUSDT,850-Sell,2022-04-11 16:00:00,8,Open Short,--,Funding,1961.1,9.175,0.000,-0.0001,-1.79930925,2434a3fa
TLMUSDT,850-Sell,2022-04-11 16:00:00,7,Open Short,--,Funding,144102,0.0989,0.0000,-0.0001,-1.42516878,dbfaa453
LINKUSDT,850-Sell,2022-04-11 16:00:00,7,Open Short,--,Funding,2007.9,13.958,0.000,-0.0001,-2.80262682,aad83dd8
UNIUSDT,850-Sell,2022-04-11 08:00:00,8,Open Short,--,Funding,1961.1,9.721,0.000,-0.0001,-1.90638531,16d4b24e
LINKUSDT,850-Sell,2022-04-11 08:00:00,7,Open Short,--,Funding,2007.9,14.943,0.000,-0.0001,-3.00040497,ceea795d
TLMUSDT,850-Sell,2022-04-11 08:00:00,7,Open Short,--,Funding,144102,0.1052,0.0000,-0.0001,-1.51595304,cc7de053
UNIUSDT,850-Sell,2022-04-11 00:00:00,8,Open Short,--,Funding,1961.1,9.881,0.000,-0.0001,-1.93776291,52f334f7
LINKUSDT,850-Sell,2022-04-11 00:00:00,7,Open Short,--,Funding,2007.9,15.237,0.000,-0.0001,-3.05943723,4c40edc3
TLMUSDT,850-Sell,2022-04-11 00:00:00,7,Open Short,--,Funding,144102,0.1061,0.0000,-0.0001,-1.52892222,64eb095e
UNIUSDT,850-Sell,2022-04-10 16:00:00,8,Open Short,--,Funding,1961.1,10.060,0.000,-0.0001,-1.9728666,fc2b6c83
LINKUSDT,850-Sell,2022-04-10 16:00:00,7,Open Short,--,Funding,2007.9,15.472,0.000,-0.0001,-3.10662288,7f794a1c
TLMUSDT,850-Sell,2022-04-10 16:00:00,7,Open Short,--,Funding,144102,0.1091,0.0000,-0.0001,-1.57215282,c89d1cb1
UNIUSDT,850-Sell,2022-04-10 08:00:00,8,Open Short,--,Funding,1961.1,10.054,0.000,-0.0001,-1.97168994,d05450db
LINKUSDT,850-Sell,2022-04-10 08:00:00,7,Open Short,--,Funding,2007.9,15.447,0.000,-0.0001,-3.10160313,7826db9e
TLMUSDT,850-Sell,2022-04-10 08:00:00,7,Open Short,--,Funding,144102,0.1097,0.0000,-0.0001,-1.58079894,de845a75
UNIUSDT,850-Sell,2022-04-10 00:00:00,8,Open Short,--,Funding,1961.1,10.047,0.000,-0.0001,-1.97031717,77d089b2
TLMUSDT,850-Sell,2022-04-10 00:00:00,7,Open Short,--,Funding,144102,0.1117,0.0000,-0.0001,-1.60961934,c35818f0
LINKUSDT,850-Sell,2022-04-10 00:00:00,7,Open Short,--,Funding,2007.9,15.423,0.000,-0.0001,-3.09678417,4a094aaa
UNIUSDT,850-Sell,2022-04-09 16:00:00,8,Open Short,--,Funding,1961.1,9.808,0.000,-0.0001,-1.92344688,e5fe5c3b
LINKUSDT,850-Sell,2022-04-09 16:00:00,7,Open Short,--,Funding,2007.9,15.174,0.000,-0.0001,-3.04678746,699683a1
TLMUSDT,850-Sell,2022-04-09 16:00:00,7,Open Short,--,Funding,144102,0.1078,0.0000,-0.0001,-1.55341956,e9664ad4
LINKUSDT,551612a5,2022-04-09 12:29:17,7,Open Short,Limit,Trade,762.9,15.294,15.294,0.0001,1.16677926,23d1aa8b
LINKUSDT,551612a5,2022-04-09 12:29:09,7,Open Short,Limit,Trade,1.4,15.294,15.294,0.0001,0.00214116,701f8ef8
LINKUSDT,551612a5,2022-04-09 12:28:56,7,Open Short,Limit,Trade,161.5,15.294,15.294,0.0001,0.2469981,0debadbc
LINKUSDT,551612a5,2022-04-09 12:28:34,7,Open Short,Limit,Trade,161.5,15.294,15.294,0.0001,0.2469981,c6642c34
LINKUSDT,551612a5,2022-04-09 12:28:33,7,Open Short,Limit,Trade,5.4,15.294,15.294,0.0001,0.00825876,9c9c797c
LINKUSDT,551612a5,2022-04-09 12:28:32,7,Open Short,Limit,Trade,363,15.294,15.294,0.0001,0.5551722,f066a0fb
LINKUSDT,551612a5,2022-04-09 12:28:32,7,Open Short,Limit,Trade,389.2,15.294,15.294,0.0001,0.59524248,6444e228
LINKUSDT,551612a5,2022-04-09 12:28:19,7,Open Short,Limit,Trade,161.5,15.294,15.294,0.0001,0.2469981,2e7f8482
LINKUSDT,551612a5,2022-04-09 12:28:07,7,Open Short,Limit,Trade,1,15.294,15.294,0.0001,0.0015294,725a1c09
